id_prod,PN,Description
35461,L133,PIE DE REY
35462,L134,PIE DE REY
35463,L135,PIE DE REY
35464,L136,MICROMETRO
35465,L137,MICROMETRO
35466,L138,PIE DE REY
35467,L139,PIE DE REY
35468,L140,PIE DE REY
35469,L141,MICROMETRO
35470,L142,MICROMETRO
35471,L143,MICROMETRO
35472,L144,MICROMETRO
35473,L145,MICROMETRO
35474,L146,MEDICION DE PROFUNDIDAD
35475,L147,CALIBRADOR
35476,L148,CALIBRADOR
35477,L149,CALIBRADOR
35478,L150,CALIBRADOR
35479,L151,LAINA( CALIBRACION)
35480,L152,MICROMETRO
35481,L153,CALIBRADOR
35482,L154,MICROMETRO
35483,L155,MP CALIBRATION
35484,L156,MICROMETRO
35485,L157,MICROMETRO
35486,L158,PRECISION GAUGES
35487,L159,PRECISION GAUGES
35488,L160,PRECISION GAUGES
35489,L161,PRECISION GAUGES
35490,L162,MEDICION DE PROFUNDIDAD
35491,L163,LIGHT METER
35492,L164,MP CALIBRATION
35493,L165,DATACOLOR CHECK
35494,L166,CAMARA
35495,L167,MICROSCOPIO
35496,L168,MICROSCOPIO
35497,L169,TORQUEMETER
35498,L170,SISTEMA DE MEDICION
35499,L171,MONITOR
35500,L172,ESCANER
35501,L173,ETIQUETADORA
35502,L174,ETIQUETADORA
35503,L175,ETIQUETADORA
35504,L176,ETIQUETADORA
35505,L177,ETIQUETADORA
35506,L178,ETIQUETADORA
35507,L179,ETIQUETADORA
35508,L180,ETIQUETADORA
35509,L181,ETIQUETADORA
35510,L182,ETIQUETADORA
35511,L183,ETIQUETADORA
35512,L184,ETIQUETADORA
35513,L185,ETIQUETADORA
35514,L186,ETIQUETADORA
35515,L187,ETIQUETADORA
35516,L188,ETIQUETADORA
35517,L189,BASCULA
35518,L190,BASCULA
35519,L191,BASCULA
35520,L192,HUMIDITY RECORDER
35521,L193,INSPECTION SET
35522,L194,FIBER OPTIC LITE
35523,L195,FIBER OPTIC LITE
35524,L196,PROBADOR
35525,L197,SERVER
35526,L198,SERVER
35527,L199,SERVER
35528,L200,SERVER
35529,L201,SERVER
35530,L202,SERVER
35531,L203,SERVER
35532,L204,SERVER
35533,L205,SERVER
35534,L206,SERVER
35535,L207,SERVER
35536,L208,SERVER
35537,L209,SERVER
35538,L210,SERVER
35539,L211,SERVER
35540,L212,SERVER
35541,L213,RACK (MOVIL)
35542,L214,SWITCH
35543,L215,RACK (MOVIL)
35544,L216,DEVICE CONCENTRATOR
35545,L217,DEVICE CONCENTRATOR
35546,L218,DEVICE CONCENTRATOR
35547,L219,DEVICE CONCENTRATOR
35548,L220,DEVICE CONCENTRATOR
35549,L221,DEVICE CONCENTRATOR
35550,L222,SWITCH
35551,L223,SWITCH
35552,L224,SHARING SWITCH
35553,L225,SHARING SWITCH
35554,L226,MONITOR
35555,L227,RACK (MOVIL)
35556,L228,RACK (MOVIL)
35557,L229,ESCANER
35558,L230,ESCANER
35559,L231,ESCANER
35560,L232,ESCANER
35561,L233,ESCANER
35562,L234,ESCANER
35563,L235,ESCANER
35564,L236,ESCANER
35565,L237,ESCANER
35566,L238,ESCANER
35567,L239,ESCANER
35568,L240,ESCANER
35569,L241,ESCANER
35570,L242,ESCANER
35571,L243,ESCANER
35572,L244,ESCANER
35573,L245,ESCANER
35574,L246,ESCANER
35575,L247,ESCANER
35576,L248,ESCANER
35577,L249,ESCANER
35578,L250,ESCANER
35579,L251,ESCANER
35580,L252,ESCANER
35581,L253,ESCANER
35582,L254,ESCANER
35583,L255,ESCANER
35584,L256,ESCANER
35585,L257,ESCANER
35586,L258,ESCANER
35587,L259,ESCANER
35588,L260,ESCANER
35589,L261,ESCANER
35590,L262,DESARMADOR
35591,L263,DESARMADOR
35592,L264,DESARMADOR
35593,L265,DESARMADOR
35594,L266,DESARMADOR
35595,L267,DESARMADOR
35596,L268,DESARMADOR
35597,L269,DESARMADOR
35598,L270,DESARMADOR
35599,L271,DESARMADOR
35600,L272,DESARMADOR
35601,L273,DESARMADOR
35602,L274,DESARMADOR
35603,L275,DESARMADOR
35604,L276,DESARMADOR
35605,L277,DESARMADOR
35606,L278,DESARMADOR
35607,L279,DESARMADOR
35608,L280,DESARMADOR
35609,L281,DESARMADOR
35610,L282,DESARMADOR
35611,L283,DESARMADOR
35612,L284,DESARMADOR
35613,L285,DESARMADOR
35614,L286,DESARMADOR
35615,L287,DESARMADOR
35616,L288,DESARMADOR
35617,L289,DESARMADOR
35618,L290,DESARMADOR
35619,L291,DESARMADOR
35620,L292,DESARMADOR
35621,L293,DESARMADOR
35622,L294,DESARMADOR
35623,L295,DESARMADOR
35624,L296,DESARMADOR
35625,L297,DESARMADOR
35626,L298,DESARMADOR
35627,L299,DESARMADOR
35628,L301,DESARMADOR
35629,L302,DESARMADOR
35630,L303,DESARMADOR
35631,L304,DESARMADOR
35632,L305,DESARMADOR
35633,L306,DESARMADOR
35634,L307,DESARMADOR
35635,L308,DESARMADOR
35636,L309,DESARMADOR
35637,L310,DESARMADOR
35638,L311,DESARMADOR
35639,L312,DESARMADOR
35640,L313,DESARMADOR
35641,L314,DESARMADOR
35642,L315,DESARMADOR
35643,L316,DESARMADOR
35644,L317,DESARMADOR
35645,L318,DESARMADOR
35646,L319,DESARMADOR
35647,L320,DESARMADOR
35648,L321,DESARMADOR
35649,L322,DESARMADOR
35650,L323,DESARMADOR
35651,L324,DESARMADOR
35652,L325,DESARMADOR
35653,L326,DESARMADOR
35654,L327,DESARMADOR
35655,L328,DESARMADOR
35656,L329,DESARMADOR
35657,L330,DESARMADOR
35658,L331,DESARMADOR
35659,L332,DESARMADOR
35660,L333,DESARMADOR
35661,L334,DESARMADOR
35662,L335,DESARMADOR
35663,L336,DESARMADOR
35664,L337,DESARMADOR
35665,L338,DESARMADOR
35666,L339,DESARMADOR
35667,L340,DESARMADOR
35668,L341,DESARMADOR
35669,L342,DESARMADOR
35670,L343,DESARMADOR
35671,L344,DESARMADOR
35672,L345,DESARMADOR
35673,L346,DESARMADOR
35674,L347,DESARMADOR
35675,L348,DESARMADOR
35676,L349,DESARMADOR
35677,L350,DESARMADOR
35678,L351,DESARMADOR
35679,L352,DESARMADOR
35680,L353,DESARMADOR
35681,L354,DESARMADOR
35682,L355,DESARMADOR
35683,L356,DESARMADOR
35684,L357,DESARMADOR
35685,L358,DESARMADOR
35686,L359,DESARMADOR
35687,L360,DESARMADOR
35688,L361,DESARMADOR
35689,L362,DESARMADOR
35690,L363,DESARMADOR
35691,L364,DESARMADOR
35692,L365,DESARMADOR
35693,L366,DESARMADOR
35694,L367,DESARMADOR
35695,L368,DESARMADOR
35696,L369,DESARMADOR
35697,L370,DESARMADOR
35698,L371,DESARMADOR
35699,L372,DESARMADOR
35700,L373,DESARMADOR
35701,L374,DESARMADOR
35702,L375,DESARMADOR
35703,L376,DESARMADOR
35704,L377,DESARMADOR
35705,L378,DESARMADOR
35706,L379,DESARMADOR
35707,L380,DESARMADOR
35708,L381,DESARMADOR
35709,L382,DESARMADOR
35710,L383,DESARMADOR
35711,L384,DESARMADOR
35712,L385,DESARMADOR
35713,L386,DESARMADOR
35714,L387,DESARMADOR
35715,L388,DESARMADOR
35716,L389,DESARMADOR
35717,L390,DESARMADOR
35718,L391,DESARMADOR
35719,L392,DESARMADOR
35720,L393,DESARMADOR
35721,L394,DESARMADOR
35722,L395,DESARMADOR
35723,L396,DESARMADOR
35724,L397,DESARMADOR
35725,L398,DESARMADOR
35726,L399,DESARMADOR
35727,L400,DESARMADOR
35728,L401,DESARMADOR
35729,L402,DESARMADOR
35730,L403,DESARMADOR
35731,L404,DESARMADOR
35732,L405,DESARMADOR
35733,L406,DESARMADOR
35734,L407,DESARMADOR
35735,L408,DESARMADOR
35736,L409,DESARMADOR
35737,L410,DESARMADOR
35738,L411,DESARMADOR
35739,L412,DESARMADOR
35740,L413,BATERIA
35741,L414,ESCANER
35742,L415,ESCANER
35743,L416,BAFLES
35744,L417,BAFLES
35745,L418,ETIQUETADORA
35746,L419,ETIQUETADORA
35747,L420,LECTOR DE DVD
35748,L421,LECTOR DE DVD
35749,L422,MONITOR
35750,L423,CPU
35751,L424,MONITOR
35752,L425,MONITOR
35753,L426,SERVER
35754,L427,SERVER
35755,L428,REMOTE POWER MANAGER
35756,L429,ESCANER
35757,L430,ESCANER
35758,L431,MULTICONTACTO
35759,L432,ESCANER
35760,L433,CPU
35761,L434,ESCANER
35762,L435,CPU
35763,L436,CPU
35764,L437,ETIQUETADORA
35765,L438,ETIQUETADORA
35766,L439,IMPRESORA
35767,L440,ESCANER
35768,L441,ETIQUETADORA
35769,L442,ESCANER
35770,L443,ESCANER
35771,L444,ESCANER
35772,L445,CPU
35773,L446,RADIO
35774,L447,ESCANER
35775,L448,MULTICONTACTO
35776,L449,FLEJADORA
35777,L450,FLEJADORA
35778,L451,CPU
35779,L452,EMPAQUETADORA
35780,L453,BASCULA
35781,L454,TRASPALETA
35782,L455,ESCANER
35783,L456,CONTADOR DE ETIQUETAS
35784,L457,BASCULA
35785,L458,BASCULA
35786,L459,ETIQUETADORA
35787,L460,IMPRESORA
35788,L461,MONITOR
35789,L462,CPU
35790,L463,CPU
35791,L464,CPU
35792,L465,CPU
35793,L466,IMPRESORA
35794,L467,IMPRESORA
35795,L468,IMPRESORA
35796,L469,MULTICONTACTO
35797,L470,MULTICONTACTO
35798,L471,MULTICONTACTO
35799,L472,IMPRESORA
35800,L473,IMPRESORA
35801,L474,CPU
35802,L476,CPU
35803,L477,CPU
35804,L478,ETIQUETADORA
35805,L479,SHARING VIEW
35806,L480,CPU
35807,L481,CPU
35808,L482,CPU
35809,L483,CPU
35810,L484,CPU
35811,L485,MONITOR
35812,L486,PANTALLA
35813,L487,PANTALLA
35814,L488,POWER SUPLY
35815,L489,POWER SUPLY
35816,L490,POWER SUPLY
35817,L491,POWER SUPLY
35818,L492,POWER SUPLY
35819,L493,DESARMADOR
35820,L494,DESARMADOR
35821,L495,DESARMADOR
35822,L496,DESARMADOR
35823,L497,DESARMADOR
35824,L498,DESARMADOR
35825,L499,DESARMADOR
35826,L500,POWER SUPLY
35827,M001,APARATO DE REDES DE AREA LOCAL
35828,M002,EQUIPO DE INTERCONEXION DE RED
35829,M003,EQUIPO DE INTERCONEXION DE RED
35830,M004,EQUIPO DE INTERCONEXION DE RED
35831,M005,EQUIPO DE INTERCONEXION DE RED
35832,M006,EQUIPO DE INTERCONEXION DE RED
35833,M007,EQUIPO DE INTERCONEXION DE RED
35834,M008,MONITOR
35835,M009,MONITOR
35836,M013,MONITOR
35837,M014,MONITOR
35838,M015,MONITOR
35839,M016,MONITOR
35840,M017,MONITOR
35841,M018,MONITOR
35842,M019,MONITOR
35843,M020,MONITOR
35844,M021,MONITOR
35845,M022,MONITOR
35846,M023,MONITOR
35847,M024,MONITOR
35848,M025,MONITOR
35849,M026,MONITOR
35850,M027,MONITOR
35851,M028,MONITOR
35852,M029,MONITOR
35853,M030,MONITOR
35854,M031,MONITOR
35855,M032,MONITOR
35856,M033,MONITOR
35857,M034,MONITOR
35858,M035,MONITOR
35859,M036,MONITOR
35860,M037,MONITOR
35861,M038,MONITOR
35862,M039,MONITOR
35863,M040,MONITOR
35864,M041,MONITOR
35865,M042,MONITOR
35866,M043,MONITOR
35867,M044,MONITOR
35868,M045,MONITOR
35869,M046,MONITOR
35870,M047,MONITOR
35871,M048,MONITOR
35872,M049,MONITOR
35873,M050,MONITOR
35874,M051,MONITOR
35875,M052,MONITOR
35876,M053,MONITOR
35877,M054,MONITOR
35878,M055,MONITOR
35879,M056,MONITOR
35880,M057,MONITOR
35881,M058,MONITOR
35882,M059,MONITOR
35883,M060,MONITOR
35884,M061,MONITOR
35885,M062,MONITOR
35886,M063,MONITOR
35887,M064,MONITOR
35888,M065,MONITOR
35889,M066,MONITOR
35890,M067,MONITOR
35891,M068,MONITOR
35892,M069,MONITOR
35893,M070,MONITOR
35894,M071,MONITOR
35895,M072,MONITOR
35896,M073,MONITOR
35897,M074,MONITOR
35898,M075,MONITOR
35899,M076,MONITOR
35900,M077,MONITOR
35901,M078,MONITOR
35902,M079,MONITOR
35903,M080,MONITOR
35904,M081,MONITOR
35905,M082,MONITOR
35906,M083,MONITOR
35907,M084,MONITOR
35908,M085,MONITOR
35909,M086,MONITOR
35910,M087,MONITOR
35911,M088,MONITOR
35912,M089,MONITOR
35913,M090,MONITOR
35914,M091,MONITOR
35915,M092,MONITOR
35916,M093,MONITOR
35917,M094,MONITOR
35918,M095,MONITOR
35919,M096,MONITOR
35920,M097,MONITOR
35921,M098,MONITOR
35922,M099,MONITOR
35923,M100,MONITOR
35924,M101,MONITOR
35925,M102,MONITOR
35926,M103,MONITOR
35927,M104,MONITOR
35928,M105,MONITOR
35929,M106,MONITOR
35930,M107,MONITOR
35931,M108,MONITOR
35932,M109,MONITOR
35933,M110,MONITOR
35934,M111,MONITOR
35935,M112,MONITOR
35936,M113,MONITOR
35937,M114,MONITOR
35938,M115,MONITOR
35939,M116,MONITOR
35940,M117,MONITOR
35941,M118,MONITOR
35942,M119,MONITOR
35943,M120,MONITOR
35944,M121,MONITOR
35945,M122,MONITOR
35946,M123,MONITOR
35947,M124,MONITOR
35948,M125,MONITOR
35949,M126,MONITOR
35950,M128,MONITOR
35951,M129,MONITOR
35952,M130,MONITOR
35953,M131,MONITOR
35954,M132,MONITOR
35955,M133,MONITOR
35956,M134,MONITOR
35957,M135,MONITOR
35958,M136,MONITOR
35959,M137,MONITOR
35960,M138,MONITOR
35961,M139,MONITOR
35962,M140,MONITOR
35963,M141,MONITOR
35964,M142,MONITOR
35965,M144,MONITOR
35966,M145,MONITOR
35967,M146,MONITOR
35968,M147,MONITOR
35969,M148,MONITOR
35970,M149,MONITOR
35971,M150,MONITOR
35972,M151,MONITOR
35973,M152,MONITOR
35974,M153,MONITOR
35975,M154,MONITOR
35976,M155,MONITOR
35977,M156,MONITOR
35978,M157,MONITOR
35979,M158,MONITOR
35980,M159,MONITOR
35981,M160,MONITOR
35982,M162,MONITOR
35983,M163,MONITOR
35984,M164,MONITOR
35985,M165,MONITOR
35986,M166,MONITOR
35987,M167,MONITOR
35988,M168,MONITOR
35989,M169,MONITOR
35990,M171,MONITOR
35991,M172,MONITOR
35992,M173,MONITOR
35993,M174,MONITOR
35994,M175,MONITOR
35995,M176,MONITOR
35996,M177,MONITOR
35997,M178,MONITOR
35998,M179,MONITOR
35999,M180,MONITOR
36000,M181,MONITOR
36001,M183,MONITOR
36002,M184,MONITOR
36003,M185,MONITOR
36004,M186,MONITOR
36005,M187,MONITOR
36006,M188,MONITOR
36007,M189,MONITOR
36008,M190,MONITOR
36009,M191,MONITOR
36010,M192,MONITOR
36011,M193,MONITOR
36012,M194,MONITOR
36013,M195,MONITOR
36014,M196,MONITOR
36015,M198,MONITOR
36016,M199,MONITOR
36017,M200,MONITOR
36018,M201,MONITOR
36019,M202,MONITOR
36020,M203,MONITOR
36021,M204,MONITOR
36022,M205,MONITOR
36023,M206,MONITOR
36024,M207,MONITOR
36025,M208,MONITOR
36026,M209,MONITOR
36027,M210,MONITOR
36028,M211,MONITOR
36029,M212,MONITOR
36030,M213,MONITOR
36031,M214,MONITOR
36032,M215,PROYECTOR
36033,M216,PROYECTOR
36034,M217,PROYECTOR
36035,M218,PROYECTOR
36036,M219,PROYECTOR
36037,M220,PROYECTOR
36038,M221,PROYECTOR
36039,M222,PROYECTOR
36040,M223,PROYECTOR
36041,M224,PROYECTOR
36042,M225,CPU
36043,M226,MONITOR
36044,M227,CPU
36045,M228,MONITOR
36046,M229,CPU
36047,M230,MONITOR
36048,M231,CPU
36049,M232,MONITOR
36050,M233,MONITOR
36051,M234,IMPRESORA
36052,M235,MONITOR
36053,M236,CPU
36054,M237,MONITOR
36055,M238,MULTICONTACTO
36056,M239,MONITOR
36057,M240,MONITOR
36058,M241,MULTICONTACTO
36059,M242,CPU
36060,M243,CPU
36061,M244,ESCANER
36062,M245,IMPRESORA
36063,M246,ESCANER
36064,M247,LOZA DE MARMOL GRANITO
36065,M248,COMPARADOR OPTICO
36066,M249,MICROSCOPIO
36067,M250,INSTRUMENTO ELECTRONICO PARA CALIBRAR
36068,M251,MICROSCOPIO
36069,M252,MICROSCOPIO
36070,M253,APARATOS E INSTRUMENTOS
36071,M254,LUPA CON LAMPARA
36072,M255,CPU
36073,M256,MULTICONTACTO
36074,M257,CPU
36075,M258,ESCANER
36076,M259,MICROSCOPIO
36077,M260,CPU
36078,M261,MULTIMETRO
36079,M262,MICROMETRO
36080,M263,MICROMETRO
36081,M264,MICROMETRO
36082,M265,MICROMETRO
36083,M266,INSTRUMENTO DE VERIFICACION
36084,M267,HERRAMIENTA DE PRECISION/CALIBRACION
36085,M268,HERRAMIENTA DE PRECISION/CALIBRACION
36086,M269,HERRAMIENTA DE PRECISION/CALIBRACION
36087,M270,TRANSPORTADOR
36088,M271,CALIBRADOR VERNIER
36089,M272,HERRAMIENTA DE PRECISION/CALIBRACION
36090,M273,HERRAMIENTA DE PRECISION/CALIBRACION
36091,M274,HERRAMIENTA DE PRECISION/CALIBRACION
36092,M275,ESCANER
36093,M276,ESCANER
36094,M277,PUNTAS DE CALIBRACION
36095,M278,PUNTAS DE CALIBRACION
36096,M279,PALPADOR
36097,M280,MICROMETRO
36098,M281,CALIBRADOR VERNIER
36099,M282,HERRAMIENTA DE PRECISION/CALIBRACION
36100,M283,HERRAMIENTA DE PRECISION/CALIBRACION
36101,M284,CALIBRADOR VERNIER
36102,M285,LAMINA PARA CALIBRAR
36103,M286,LAMINA PARA CALIBRAR
36104,M287,LAMINA PARA CALIBRAR
36105,M288,LAMINA PARA CALIBRAR
36106,M289,LAMINA PARA CALIBRAR
36107,M290,MEDIDOR DE HUMEDAD
36108,M291,DESTORNILLADOR
36109,M292,REGLA DE MEDICION
36110,M293,REGLA DE MEDICION
36111,M294,HERRAMIENTA MATRACA CON ACCESORIOS
36112,M295,CALIBRADOR/ FUERZA
36113,M296,FIXTURE
36114,M297,CALIBRADOR VERNIER
36115,M298,CALIBRADOR VERNIER
36116,M299,MICROMETRO
36117,M302,SCANNER
36118,M303,CPU
36119,M304,CALIBRADOR VERNIER
36120,M305,IMPRESORA
36121,M306,CPU
36122,M307,IMPRESORA
36123,M308,IMPRESORA
36124,M309,IMPRESORA
36125,M310,CPU
36126,M311,SCANNER
36127,M312,MULTICONTACTO
36128,M313,IMPRESORA
36129,M314,IMPRESORA
36130,M315,SCANNER
36131,M316,MULTICONTACTO
36132,M317,CPU
36133,M318,IMPRESORA
36134,M319,CPU
36135,M320,MULTICONTACTO
36136,M321,SWITCH
36137,M322,CPU
36138,M323,IMPRESORA
36139,M324,ESCANER
36140,M325,IMPRESORA
36141,M326,ESCANER
36142,M327,CPU
36143,M328,CPU
36144,M329,IMPRESORA
36145,M330,CPU
36146,M331,CPU
36147,M332,MULTICONTACTO
36148,M333,CPU
36149,M334,ESCANER
36150,M335,CPU
36151,M336,LATPTOP
36152,M337,LAPTOP
36153,M338,LAPTOP
36154,M339,LAPTOP
36155,M340,LAPTOP
36156,M341,LAPTOP
36157,M342,LAPTOP
36158,M343,LAPTOP
36159,M344,LAPTOP
36160,M345,LAPTOP
36161,M346,LAPTOP
36162,M347,LAPTOP
36163,M348,LAPTOP
36164,M349,LAPTOP
36165,M350,LAPTOP
36166,M351,LAPTOP
36167,M352,LAPTOP
36168,M353,LAPTOP
36169,M354,LAPTOP
36170,M355,LAPTOP
36171,M356,LAPTOP
36172,M357,LAPTOP
36173,M358,LAPTOP
36174,M359,LAPTOP
36175,M360,LAPTOP
36176,M361,LAPTOP
36177,M362,LAPTOP
36178,M363,LAPTOP
36179,M364,LAPTOP
36180,M365,LAPTOP
36181,M366,LAPTOP
36182,M367,LAPTOP
36183,M368,LAPTOP
36184,M369,LAPTOP
36185,M370,LAPTOP
36186,M371,LAPTOP
36187,M372,LAPTOP
36188,M373,LAPTOP
36189,M374,LAPTOP
36190,M375,LAPTOP
36191,M376,LAPTOP
36192,M377,LAPTOP
36193,M378,LAPTOP
36194,M379,LAPTOP
36195,M380,LAPTOP
36196,M381,LAPTOP
36197,M382,LAPTOP
36198,M383,ENFRIADOR CON ACCESORIOS
36199,M384,RACK (MOVIL)
36200,M385,SERVER
36201,M386,SERVER
36202,M387,SWITCHED RACK PDU
36203,M388,ENFRIADOR CON ACCESORIOS
36204,M389,RACK (MOVIL)
36205,M390,ESCANER
36206,M391,ESCANER
36207,M392,ESCANER
36208,M393,ESCANER
36209,M394,LECTOR OPTICO
36210,M395,ESCANER
36211,M396,ESCANER
36212,M397,ESCANER
36213,M398,ESCANER
36214,M399,ESCANER
36215,M400,ESCANER
36216,M401,ESCANER
36217,M402,ESCANER
36218,M403,ESCANER
36219,M404,ESCANER
36220,M405,ESCANER
36221,M406,ESCANER
36222,M407,ESCANER
36223,M408,ESCANER
36224,M409,ESCANER
36225,M410,ESCANER
36226,M411,BOX 7.5X5.5X3
36227,M412,ESCANER
36228,M413,ESCANER
36229,M414,ESCANER
36230,M415,ESCANER
36231,M416,ESCANER
36232,M417,ESCANER
36233,M418,ESCANER
36234,M419,ESCANER
36235,M420,ESCANER
36236,M421,DESARMADOR
36237,M422,DESARMADOR
36238,M423,DESARMADOR
36239,M424,DESARMADOR
36240,M425,PISTOLA DE AIRE
36241,M426,PISTOLA DE AIRE
36242,M427,VACUUM LIFTER
36243,M428,IMPRESORA
36244,M429,SWITCH
36245,M430,SWITCH
36246,M431,SWITCH
36247,M432,SWITCH
36248,M433,SWITCH
36249,M434,SWITCH
36250,M435,SWITCH
36251,M436,SWITCH
36252,M437,SWITCH
36253,M438,SWITCH
36254,M439,SWITCH
36255,M440,SWITCH
36256,M441,SWITCH
36257,M442,SWITCH
36258,M443,SWITCH
36259,M444,SWITCH
36260,M445,SWITCH
36261,M446,SWITCH
36262,M447,SWITCH
36263,M448,SWITCH
36264,M449,SWITCH
36265,M450,SWITCH
36266,M451,SWITCH
36267,M452,SWITCH
36268,M453,SWITCH
36269,M454,SWITCH
36270,M455,SWITCH
36271,M456,SWITCH
36272,M457,SWITCH
36273,M458,SWITCH
36274,M459,SWITCH
36275,M460,SWITCH
36276,M461,SWITCH
36277,M462,SWITCH
36278,M463,SWITCH
36279,M464,SWITCH
36280,M465,SWITCH
36281,M466,SWITCH
36282,M467,SWITCH
36283,M468,SWITCH
36284,M469,SWITCH
36285,M470,SWITCH
36286,M471,SWITCH
36287,M472,SWITCH
36288,M473,SWITCH
36289,M474,SWITCH
36290,M475,SWITCH
36291,M476,SWITCH
36292,M477,SWITCH
36293,M478,SWITCH
36294,M479,SWITCH
36295,M480,SWITCH
36296,M481,SWITCH
36297,M482,SWITCH
36298,M483,SWITCH
36299,M484,SWITCH
36300,M485,SWITCH
36301,M486,SWITCH
36302,M487,SWITCH
36303,M488,SWITCH
36304,M489,SWITCH
36305,M490,SWITCH
36306,M491,SWITCH
36307,M492,SWITCH
36308,M493,SWITCH
36309,M494,SWITCH
36310,M495,SWITCH
36311,M496,SWITCH
36312,M497,SWITCH
36313,M498,SWITCH
36314,M499,SWITCH
36315,M500,SWITCH
36316,N001,SWITCH
36317,N002,SWITCH
36318,N003,SWITCH
36319,N004,SWITCH
36320,N005,SWITCH
36321,N006,SWITCH
36322,N007,SWITCH
36323,N008,SWITCH
36324,N009,SWITCHED RACK PDU
36325,N010,SWITCHED RACK PDU
36326,N011,PLATAFORMA DE RODILLOS
36327,N012,PLATAFORMA DE RODILLOS
36328,N013,PISTOLA DE AIRE
36329,N014,PISTOLA DE AIRE
36330,N015,PISTOLA DE AIRE
36331,N016,PISTOLA DE AIRE
36332,N017,PISTOLA DE AIRE
36333,N018,SERVER X8
36334,N019,SERVER X8
36335,N020,SERVER X8
36336,N021,SERVER X8
36337,N022,SERVER X8
36338,N023,SERVER X8
36339,N024,IMPRESORA
36340,N025,IMPRESORA
36341,N026,ESCANER
36342,N027,ESCANER
36343,N028,ESCANER
36344,N031,DESARMADOR
36345,N032,GRUA DE PISO
36346,N033,LIFTER MECANICO
36347,N034,COMPRESOR DE AIRE
36348,N035,COMPRESOR
36349,N036,MONITOR
36350,N037,MONITOR
36351,N038,MONITOR
36352,N039,MONITOR
36353,N040,MONITOR
36354,N041,MONITOR
36355,N042,MONITOR
36356,N043,MONITOR
36357,N044,MONITOR
36358,N045,MONITOR
36359,N046,CARRETILLA DE ACCIONAMIENTO HIDRAULICO
36360,N047,CARRETILLA DE ACCIONAMIENTO HIDRAULICO
36361,N048,CARRETILLA DE ACCIONAMIENTO HIDRAULICO
36362,N049,BOMBA DE VACIO
36363,N050,MANOMETRO
36364,N051,PROTOCOL ANALYZER
36365,N052,CAUTIN
36366,N053,CAUTIN
36367,N054,MICROSCOPIO
36368,N055,DESOLDADOR
36369,N056,POWER SUPLY
36370,N057,MICROSCOPIO
36371,N058,EXTRACTOR DE HUMO
36372,N059,EXTRACTOR DE HUMO
36373,N060,BOMBA DE VACIO
36374,N061,PROGRAMADOR UNIVERSAL
36375,N062,MICROSCOPIO
36376,N063,POWER SUPLY
36377,N064,OPTICAL INSPECTION SYSTEM
36378,N065,DISCO DURO
36379,N066,DISCO DURO
36380,N067,DISCO DURO
36381,N068,DISCO DURO
36382,N069,DISCO DURO
36383,N070,DISCO DURO
36384,N071,DISCO DURO
36385,N072,DISCO DURO
36386,N073,DISCO DURO
36387,N074,DISCO DURO
36388,N075,DISCO DURO
36389,N076,DISCO DURO
36390,N077,DISCO DURO
36391,N078,DISCO DURO
36392,N079,DISCO DURO
36393,N080,DISCO DURO
36394,N081,DISCO DURO
36395,N082,DISCO DURO
36396,N083,DISCO DURO
36397,N084,DISCO DURO
36398,N085,DISCO DURO
36399,N086,DISCO DURO
36400,N087,DISCO DURO
36401,N088,DISCO DURO
36402,N089,DISCO DURO
36403,N090,DISCO DURO
36404,N091,DISCO DURO
36405,N092,DISCO DURO
36406,N093,DISCO DURO
36407,N094,DISCO DURO
36408,N095,DISCO DURO
36409,N096,DISCO DURO
36410,N097,DISCO DURO
36411,N098,DISCO DURO
36412,N099,DISCO DURO
36413,N100,DISCO DURO
36414,N101,DISCO DURO
36415,N102,DISCO DURO
36416,N103,DISCO DURO
36417,N104,DISCO DURO
36418,N105,DISCO DURO
36419,N106,DISCO DURO
36420,N107,DISCO DURO
36421,N108,DISCO DURO
36422,N109,DISCO DURO
36423,N110,DISCO DURO
36424,N111,DISCO DURO
36425,N112,DISCO DURO
36426,N113,DISCO DURO
36427,N114,DISCO DURO
36428,N115,DISCO DURO
36429,N116,DISCO DURO
36430,N117,DISCO DURO
36431,N118,DISCO DURO
36432,N119,DISCO DURO
36433,N120,DISCO DURO
36434,N121,DISCO DURO
36435,N122,DISCO DURO
36436,N123,DISCO DURO
36437,N124,DISCO DURO
36438,N125,DISCO DURO
36439,N126,DISCO DURO
36440,N127,DISCO DURO
36441,N128,DISCO DURO
36442,N129,DISCO DURO
36443,N130,DISCO DURO
36444,N131,DISCO DURO
36445,N132,DISCO DURO
36446,N133,DISCO DURO
36447,N134,DISCO DURO
36448,N135,DISCO DURO
36449,N136,DISCO DURO
36450,N137,DISCO DURO
36451,N138,DISCO DURO
36452,N139,DISCO DURO
36453,N140,DISCO DURO
36454,N141,DISCO DURO
36455,N142,DISCO DURO
36456,N143,DISCO DURO
36457,N144,DISCO DURO
36458,N145,DISCO DURO
36459,N146,DISCO DURO
36460,N147,DISCO DURO
36461,N148,DISCO DURO
36462,N149,DISCO DURO
36463,N150,DISCO DURO
36464,N151,DISCO DURO
36465,N152,DISCO DURO
36466,N153,DISCO DURO
36467,N154,DISCO DURO
36468,N155,DISCO DURO
36469,N156,DISCO DURO
36470,N157,DISCO DURO
36471,N158,DISCO DURO
36472,N159,DISCO DURO
